Date,Open,High,Low,Close,Adj Close,Volume
1992-02-12,413.769989,418.079987,413.359985,417.130005,417.130005,237630000
1992-02-13,417.130005,417.769989,412.070007,413.690002,413.690002,229360000
1992-02-14,413.690002,413.839996,411.200012,412.480011,412.480011,215110000
1992-02-18,412.480011,413.269989,406.339996,407.380005,407.380005,234300000
1992-02-19,407.380005,408.700012,406.540009,408.26001,408.26001,232970000
1992-02-20,408.26001,413.899994,408.26001,413.899994,413.899994,270650000
1992-02-21,413.899994,414.26001,409.72000099999997,411.429993,411.429993,261650000
1992-02-24,411.459991,412.940002,410.339996,412.269989,412.269989,177540000
1992-02-25,412.269989,412.269989,408.019989,410.450012,410.450012,210350000
1992-02-26,410.480011,415.350006,410.480011,415.350006,415.350006,241500000
1992-02-27,415.350006,415.98999,413.47000099999997,413.859985,413.859985,215110000
1992-02-28,413.859985,416.070007,411.799988,412.700012,412.700012,202320000
1992-03-02,412.679993,413.73999,411.519989,412.450012,412.450012,180380000
1992-03-03,412.450012,413.77999900000003,411.880005,412.850006,412.850006,200890000
1992-03-04,412.859985,413.269989,409.329987,409.329987,409.329987,206860000
1992-03-05,409.329987,409.329987,405.420013,406.51001,406.51001,205770000
1992-03-06,406.51001,407.51001,403.649994,404.440002,404.440002,185190000
1992-03-09,404.450012,405.640015,404.25,405.209991,405.209991,160650000
1992-03-10,405.209991,409.160004,405.209991,406.890015,406.890015,203000000
1992-03-11,406.880005,407.019989,402.640015,404.02999900000003,404.02999900000003,186330000
1992-03-12,404.02999900000003,404.72000099999997,401.940002,403.890015,403.890015,180310000
1992-03-13,403.920013,406.690002,403.920013,405.839996,405.839996,177900000
1992-03-16,405.850006,406.399994,403.549988,406.390015,406.390015,155950000
1992-03-17,406.390015,409.72000099999997,406.390015,409.579987,409.579987,187250000
1992-03-18,409.579987,410.839996,408.230011,409.149994,409.149994,191720000
1992-03-19,409.149994,410.570007,409.119995,409.799988,409.799988,197310000
1992-03-20,409.799988,411.299988,408.52999900000003,411.299988,411.299988,246210000
1992-03-23,411.290009,411.290009,408.869995,409.910004,409.910004,157050000
1992-03-24,409.910004,411.429993,407.98999,408.880005,408.880005,191610000
1992-03-25,408.880005,409.869995,407.519989,407.519989,407.519989,192650000
1992-03-26,407.519989,409.440002,406.75,407.859985,407.859985,176720000
1992-03-27,407.859985,407.859985,402.869995,403.5,403.5,166140000
1992-03-30,403.5,404.299988,402.97000099999997,403.0,403.0,133990000
1992-03-31,403.0,405.209991,402.22000099999997,403.690002,403.690002,182360000
1992-04-01,403.670013,404.5,400.75,404.230011,404.230011,186530000
1992-04-02,404.170013,404.630005,399.27999900000003,400.5,400.5,185210000
1992-04-03,400.5,401.589996,398.209991,401.549988,401.549988,188580000
1992-04-06,401.540009,405.929993,401.519989,405.589996,405.589996,179910000
1992-04-07,405.589996,405.75,397.97000099999997,398.059998,398.059998,205210000
1992-04-08,398.049988,398.049988,392.410004,394.5,394.5,249280000
1992-04-09,394.5,401.040009,394.5,400.640015,400.640015,231430000
1992-04-10,400.589996,405.119995,400.589996,404.290009,404.290009,199530000
1992-04-13,404.27999900000003,406.079987,403.899994,406.079987,406.079987,143140000
1992-04-14,406.079987,413.859985,406.079987,412.390015,412.390015,231130000
1992-04-15,412.390015,416.27999900000003,412.390015,416.27999900000003,416.27999900000003,229710000
1992-04-16,416.27999900000003,416.27999900000003,413.399994,416.040009,416.040009,233230000
1992-04-20,416.049988,416.049988,407.929993,410.179993,410.179993,191980000
1992-04-21,410.160004,411.089996,408.200012,410.26001,410.26001,214460000
1992-04-22,410.26001,411.299988,409.230011,409.809998,409.809998,218850000
1992-04-23,409.809998,411.600006,406.859985,411.600006,411.600006,235860000
1992-04-24,411.600006,412.480011,408.73999,409.019989,409.019989,199310000
1992-04-27,409.02999900000003,409.600006,407.640015,408.450012,408.450012,172900000
1992-04-28,408.450012,409.690002,406.329987,409.109985,409.109985,189220000
1992-04-29,409.109985,412.309998,409.109985,412.019989,412.019989,206780000
1992-04-30,412.019989,414.950012,412.019989,414.950012,414.950012,223590000
1992-05-01,414.950012,415.209991,409.869995,412.52999900000003,412.52999900000003,177390000
1992-05-04,412.540009,417.839996,412.540009,416.910004,416.910004,174540000
1992-05-05,416.910004,418.52999900000003,415.769989,416.839996,416.839996,200550000
1992-05-06,416.839996,418.480011,416.399994,416.790009,416.790009,199950000
1992-05-07,416.790009,416.839996,415.380005,415.850006,415.850006,168980000
1992-05-08,415.869995,416.850006,414.410004,416.049988,416.049988,168720000
1992-05-11,416.049988,418.75,416.049988,418.48999,418.48999,155730000
1992-05-12,418.48999,418.679993,414.690002,416.290009,416.290009,192870000
1992-05-13,416.290009,417.040009,415.859985,416.450012,416.450012,175850000
1992-05-14,416.450012,416.519989,411.820007,413.140015,413.140015,189150000
1992-05-15,413.140015,413.140015,409.850006,410.089996,410.089996,192740000
1992-05-18,410.130005,413.339996,410.130005,412.809998,412.809998,151380000
1992-05-19,412.820007,416.51001,412.26001,416.369995,416.369995,187130000
1992-05-20,416.369995,416.829987,415.369995,415.390015,415.390015,198180000
1992-05-21,415.399994,415.410004,411.570007,412.600006,412.600006,184860000
1992-05-22,412.609985,414.820007,412.600006,414.019989,414.019989,146710000
1992-05-26,414.019989,414.019989,410.230011,411.410004,411.410004,197700000
1992-05-27,411.410004,412.679993,411.059998,412.170013,412.170013,182240000
1992-05-28,412.170013,416.769989,411.809998,416.73999,416.73999,195300000
1992-05-29,416.73999,418.359985,415.350006,415.350006,415.350006,204010000
1992-06-01,415.350006,417.299988,412.440002,417.299988,417.299988,180800000
1992-06-02,417.299988,417.299988,413.5,413.5,413.5,202560000
1992-06-03,413.5,416.540009,413.040009,414.589996,414.589996,215770000
1992-06-04,414.600006,414.980011,412.97000099999997,413.26001,413.26001,204450000
1992-06-05,413.26001,413.850006,410.97000099999997,413.480011,413.480011,199050000
1992-06-08,413.480011,413.950012,412.02999900000003,413.359985,413.359985,161240000
1992-06-09,413.399994,413.559998,409.299988,410.059998,410.059998,191170000
1992-06-10,410.059998,410.100006,406.809998,407.25,407.25,210750000
1992-06-11,407.25,409.049988,406.109985,409.049988,409.049988,204780000
1992-06-12,409.079987,411.859985,409.079987,409.76001,409.76001,181860000
1992-06-15,409.76001,411.679993,408.130005,410.290009,410.290009,164080000
1992-06-16,410.290009,411.399994,408.320007,408.320007,408.320007,194400000
1992-06-17,408.329987,408.329987,401.980011,402.26001,402.26001,227760000
1992-06-18,402.26001,402.679993,400.51001,400.959991,400.959991,225600000
1992-06-19,400.959991,404.230011,400.959991,403.670013,403.670013,233460000
1992-06-22,403.640015,403.640015,399.920013,403.399994,403.399994,169370000
1992-06-23,403.399994,405.410004,403.399994,404.040009,404.040009,189190000
1992-06-24,404.049988,404.76001,403.26001,403.839996,403.839996,193870000
1992-06-25,403.829987,405.52999900000003,402.01001,403.119995,403.119995,182960000
1992-06-26,403.119995,403.51001,401.940002,403.450012,403.450012,154430000
1992-06-29,403.47000099999997,408.959991,403.47000099999997,408.940002,408.940002,176750000
1992-06-30,408.940002,409.630005,407.850006,408.140015,408.140015,195530000
1992-07-01,408.200012,412.880005,408.200012,412.880005,412.880005,214250000
1992-07-02,412.880005,415.709991,410.070007,411.769989,411.769989,220200000
1992-07-06,411.769989,413.839996,410.459991,413.839996,413.839996,186920000
1992-07-07,413.829987,415.329987,408.579987,409.160004,409.160004,226050000
1992-07-08,409.149994,410.27999900000003,407.200012,410.27999900000003,410.27999900000003,201030000
1992-07-09,410.27999900000003,414.690002,410.26001,414.230011,414.230011,207980000
1992-07-10,414.230011,415.880005,413.339996,414.619995,414.619995,164770000
1992-07-13,414.619995,415.859985,413.929993,414.869995,414.869995,148870000
1992-07-14,414.859985,417.690002,414.329987,417.679993,417.679993,195570000
1992-07-15,417.679993,417.809998,416.290009,417.100006,417.100006,206560000
1992-07-16,417.040009,417.929993,414.790009,417.540009,417.540009,206900000
1992-07-17,417.540009,417.540009,412.959991,415.619995,415.619995,192120000
1992-07-20,415.619995,415.619995,410.72000099999997,413.75,413.75,165760000
1992-07-21,413.75,414.920013,413.100006,413.76001,413.76001,173760000
1992-07-22,413.73999,413.73999,409.950012,410.929993,410.929993,190160000
1992-07-23,410.929993,412.079987,409.809998,412.079987,412.079987,175490000
1992-07-24,412.070007,412.070007,409.929993,411.600006,411.600006,163890000
1992-07-27,411.600006,412.670013,411.269989,411.540009,411.540009,164700000
1992-07-28,411.549988,417.549988,411.549988,417.519989,417.519989,218060000
1992-07-29,417.519989,423.01998899999995,417.519989,422.23001100000005,422.23001100000005,275850000
1992-07-30,422.200012,423.94000199999994,421.57000700000003,423.920013,423.920013,193410000
1992-07-31,423.920013,424.799988,422.459991,424.209991,424.209991,172920000
1992-08-03,424.19000199999994,425.089996,422.839996,425.089996,425.089996,164460000
1992-08-04,425.089996,425.14001500000006,423.10000599999995,424.35998499999994,424.35998499999994,166760000
1992-08-05,424.35000599999995,424.35000599999995,421.920013,422.19000199999994,422.19000199999994,172450000
1992-08-06,422.19000199999994,422.35998499999994,420.26000999999997,420.589996,420.589996,181440000
1992-08-07,420.589996,423.450012,418.51001,418.880005,418.880005,190640000
1992-08-10,418.869995,419.420013,417.040009,419.420013,419.420013,142480000
1992-08-11,419.450012,419.72000099999997,416.52999900000003,418.899994,418.899994,173940000
1992-08-12,418.890015,419.75,416.429993,417.77999900000003,417.77999900000003,176560000
1992-08-13,417.77999900000003,419.880005,416.399994,417.730011,417.730011,185750000
1992-08-14,417.73999,420.39999400000005,417.73999,419.910004,419.910004,166820000
1992-08-17,419.89001500000006,421.89001500000006,419.44000199999994,420.73999000000003,420.73999000000003,152830000
1992-08-18,420.73999000000003,421.39999400000005,419.77999900000003,421.339996,421.339996,171750000
1992-08-19,421.339996,421.619995,418.190002,418.190002,418.190002,187070000
1992-08-20,418.190002,418.850006,416.929993,418.26001,418.26001,183420000
1992-08-21,418.269989,420.35000599999995,413.579987,414.850006,414.850006,204800000
1992-08-24,414.799988,414.799988,410.070007,410.72000099999997,410.72000099999997,165690000
1992-08-25,410.730011,411.640015,408.299988,411.609985,411.609985,202760000
1992-08-26,411.649994,413.609985,410.52999900000003,413.51001,413.51001,171860000
1992-08-27,413.51001,415.829987,413.51001,413.52999900000003,413.52999900000003,178600000
1992-08-28,413.540009,414.950012,413.380005,414.839996,414.839996,152260000
1992-08-31,414.869995,415.290009,413.76001,414.02999900000003,414.02999900000003,161480000
1992-09-01,414.02999900000003,416.070007,413.350006,416.070007,416.070007,172680000
1992-09-02,416.070007,418.27999900000003,415.309998,417.980011,417.980011,187480000
1992-09-03,417.980011,420.30999800000006,417.48999,417.980011,417.980011,212500000
1992-09-04,417.980011,418.619995,416.76001,417.079987,417.079987,124380000
1992-09-08,417.079987,417.179993,414.299988,414.440002,414.440002,161440000
1992-09-09,414.440002,416.440002,414.440002,416.359985,416.359985,178800000
1992-09-10,416.339996,420.51998899999995,416.339996,419.950012,419.950012,221990000
1992-09-11,419.950012,420.579987,419.130005,419.579987,419.579987,180560000
1992-09-14,419.64999400000005,425.26998899999995,419.64999400000005,425.26998899999995,425.26998899999995,250940000
1992-09-15,425.22000099999997,425.22000099999997,419.540009,419.76998899999995,419.76998899999995,211860000
1992-09-16,419.709991,422.44000199999994,417.769989,419.920013,419.920013,231450000
1992-09-17,419.920013,421.42999299999997,419.619995,419.92999299999997,419.92999299999997,188270000
1992-09-18,419.920013,422.92999299999997,419.920013,422.92999299999997,422.92999299999997,237440000
1992-09-21,422.89999400000005,422.89999400000005,421.17999299999997,422.14001500000006,422.14001500000006,153940000
1992-09-22,422.14001500000006,422.14001500000006,417.130005,417.140015,417.140015,188810000
1992-09-23,417.140015,417.880005,416.0,417.440002,417.440002,205700000
1992-09-24,417.459991,419.01001,417.459991,418.47000099999997,418.47000099999997,187960000
1992-09-25,418.47000099999997,418.630005,412.709991,414.350006,414.350006,213670000
1992-09-28,414.350006,416.619995,413.0,416.619995,416.619995,158760000
1992-09-29,416.619995,417.380005,415.339996,416.799988,416.799988,170750000
1992-09-30,416.790009,418.579987,416.670013,417.799988,417.799988,184470000
1992-10-01,417.799988,418.670013,415.459991,416.290009,416.290009,204780000
1992-10-02,416.290009,416.350006,410.450012,410.47000099999997,410.47000099999997,188030000
1992-10-05,410.47000099999997,410.47000099999997,396.799988,407.570007,407.570007,286550000
1992-10-06,407.570007,408.559998,404.839996,407.179993,407.179993,203500000
1992-10-07,407.170013,408.600006,403.910004,404.25,404.25,184380000
1992-10-08,404.290009,408.040009,404.290009,407.75,407.75,205000000
1992-10-09,407.75,407.75,402.420013,402.660004,402.660004,178940000
1992-10-12,402.660004,407.440002,402.660004,407.440002,407.440002,126670000
1992-10-13,407.440002,410.640015,406.829987,409.299988,409.299988,186650000
1992-10-14,409.299988,411.519989,407.859985,409.369995,409.369995,175900000
1992-10-15,409.339996,411.02999900000003,407.920013,409.600006,409.600006,213590000
1992-10-16,409.600006,411.730011,407.429993,411.730011,411.730011,235920000
1992-10-19,411.730011,414.980011,410.660004,414.980011,414.980011,222150000
1992-10-20,414.980011,417.980011,414.48999,415.480011,415.480011,258210000
1992-10-21,415.52999900000003,416.149994,414.540009,415.670013,415.670013,219100000
1992-10-22,415.670013,416.809998,413.100006,414.899994,414.899994,216400000
1992-10-23,414.899994,416.230011,413.679993,414.100006,414.100006,199060000
1992-10-26,414.089996,418.170013,413.709991,418.160004,418.160004,188060000
1992-10-27,418.179993,419.200012,416.97000099999997,418.48999,418.48999,201730000
1992-10-28,418.48999,420.130005,417.559998,420.130005,420.130005,203910000
1992-10-29,420.14999400000005,421.160004,419.829987,420.85998499999994,420.85998499999994,206550000
1992-10-30,420.85998499999994,421.130005,418.540009,418.679993,418.679993,201930000
1992-11-02,418.660004,422.75,418.119995,422.75,422.75,203280000
1992-11-03,422.75,422.80999800000006,418.589996,419.920013,419.920013,208140000
1992-11-04,419.910004,421.07000700000003,416.609985,417.109985,417.109985,194400000
1992-11-05,417.079987,418.399994,415.579987,418.339996,418.339996,219730000
1992-11-06,418.350006,418.350006,417.01001,417.579987,417.579987,205310000
1992-11-09,417.579987,420.130005,416.790009,418.589996,418.589996,197560000
1992-11-10,418.589996,419.709991,417.980011,418.619995,418.619995,223180000
1992-11-11,418.619995,422.329987,418.399994,422.200012,422.200012,243750000
1992-11-12,422.200012,423.10000599999995,421.700012,422.869995,422.869995,226010000
1992-11-13,422.89001500000006,422.910004,421.040009,422.42999299999997,422.42999299999997,192950000
1992-11-16,422.44000199999994,422.44000199999994,420.35000599999995,420.67999299999997,420.67999299999997,173600000
1992-11-17,420.630005,420.97000099999997,418.309998,419.269989,419.269989,187660000
1992-11-18,419.269989,423.48999000000003,419.23999,422.85000599999995,422.85000599999995,219080000
1992-11-19,422.85998499999994,423.60998499999994,422.5,423.60998499999994,423.60998499999994,218720000
1992-11-20,423.60998499999994,426.98001100000005,423.60998499999994,426.64999400000005,426.64999400000005,257460000
1992-11-23,426.64999400000005,426.64999400000005,424.950012,425.119995,425.119995,192530000
1992-11-24,425.14001500000006,429.30999800000006,424.829987,427.589996,427.589996,241540000
1992-11-25,427.589996,429.410004,427.579987,429.19000199999994,429.19000199999994,207700000
1992-11-27,429.19000199999994,431.92999299999997,429.170013,430.160004,430.160004,106020000
1992-11-30,430.19000199999994,431.52999900000003,429.35998499999994,431.35000599999995,431.35000599999995,230150000
1992-12-01,431.35000599999995,431.47000099999997,429.200012,430.77999900000003,430.77999900000003,259050000
1992-12-02,430.77999900000003,430.869995,428.60998499999994,429.89001500000006,429.89001500000006,247010000
1992-12-03,429.98001100000005,430.98999000000003,428.799988,429.910004,429.910004,238050000
1992-12-04,429.92999299999997,432.89001500000006,429.73999000000003,432.05999800000006,432.05999800000006,234960000
1992-12-07,432.05999800000006,435.30999800000006,432.05999800000006,435.30999800000006,435.30999800000006,217700000
1992-12-08,435.30999800000006,436.98999000000003,434.67999299999997,436.98999000000003,436.98999000000003,234330000
1992-12-09,436.98999000000003,436.98999000000003,433.98001100000005,435.64999400000005,435.64999400000005,230060000
1992-12-10,435.660004,435.660004,432.64999400000005,434.64001500000006,434.64001500000006,240640000
1992-12-11,434.64001500000006,434.64001500000006,433.339996,433.73001100000005,433.73001100000005,164510000
1992-12-14,433.73001100000005,435.26000999999997,432.829987,432.839996,432.839996,187040000
1992-12-15,432.82000700000003,433.660004,431.920013,432.57000700000003,432.57000700000003,227770000
1992-12-16,432.579987,434.22000099999997,430.880005,431.51998899999995,431.51998899999995,242130000
1992-12-17,431.51998899999995,435.44000199999994,431.459991,435.42999299999997,435.42999299999997,251640000
1992-12-18,435.459991,441.290009,435.459991,441.27999900000003,441.27999900000003,389300000
1992-12-21,441.26000999999997,441.26000999999997,439.64999400000005,440.700012,440.700012,224680000
1992-12-22,440.700012,441.64001500000006,438.25,440.30999800000006,440.30999800000006,250430000
1992-12-23,440.290009,441.10998499999994,439.02999900000003,439.02999900000003,439.02999900000003,234140000
1992-12-24,439.02999900000003,439.80999800000006,439.02999900000003,439.76998899999995,439.76998899999995,95240000
1992-12-28,439.76998899999995,439.76998899999995,437.26000999999997,439.14999400000005,439.14999400000005,143970000
1992-12-29,439.14999400000005,442.64999400000005,437.60000599999995,437.98001100000005,437.98001100000005,213660000
1992-12-30,437.98001100000005,439.369995,437.119995,438.82000700000003,438.82000700000003,183930000
1992-12-31,438.82000700000003,439.589996,435.709991,435.709991,435.709991,165910000
1993-01-04,435.700012,437.32000700000003,434.48001100000005,435.380005,435.380005,201210000
1993-01-05,435.380005,435.39999400000005,433.549988,434.339996,434.339996,240350000
1993-01-06,434.339996,435.170013,432.51998899999995,434.51998899999995,434.51998899999995,295240000
1993-01-07,434.51998899999995,435.459991,429.76000999999997,430.73001100000005,430.73001100000005,304850000
1993-01-08,430.73001100000005,430.73001100000005,426.880005,429.049988,429.049988,263470000
1993-01-11,429.040009,431.040009,429.01000999999997,430.950012,430.950012,217150000
1993-01-12,430.950012,431.39001500000006,428.19000199999994,431.040009,431.040009,239410000
1993-01-13,431.02999900000003,433.44000199999994,429.98999000000003,433.02999900000003,433.02999900000003,245360000
1993-01-14,433.079987,435.959991,433.079987,435.94000199999994,435.94000199999994,281040000
1993-01-15,435.869995,439.48999000000003,435.839996,437.14999400000005,437.14999400000005,309720000
1993-01-18,437.130005,437.130005,435.920013,436.839996,436.839996,196030000
1993-01-19,436.839996,437.700012,434.589996,435.130005,435.130005,283240000
1993-01-20,435.14001500000006,436.23001100000005,433.369995,433.369995,433.369995,268790000
1993-01-21,433.369995,435.75,432.48001100000005,435.48999000000003,435.48999000000003,257620000
1993-01-22,435.48999000000003,437.80999800000006,435.48999000000003,436.10998499999994,436.10998499999994,293320000
1993-01-25,436.10998499999994,440.52999900000003,436.10998499999994,440.01000999999997,440.01000999999997,288740000
1993-01-26,440.049988,442.660004,439.540009,439.950012,439.950012,314110000
1993-01-27,439.950012,440.040009,436.82000700000003,438.10998499999994,438.10998499999994,277020000
1993-01-28,438.130005,439.14001500000006,437.299988,438.660004,438.660004,256980000
1993-01-29,438.670013,438.92999299999997,436.910004,438.77999900000003,438.77999900000003,247200000
1993-02-01,438.77999900000003,442.51998899999995,438.77999900000003,442.51998899999995,442.51998899999995,238570000
1993-02-02,442.51998899999995,442.869995,440.76000999999997,442.549988,442.549988,271560000
1993-02-03,442.55999800000006,447.35000599999995,442.55999800000006,447.200012,447.200012,345410000
1993-02-04,447.200012,449.85998499999994,447.200012,449.55999800000006,449.55999800000006,351140000
1993-02-05,449.55999800000006,449.55999800000006,446.950012,448.92999299999997,448.92999299999997,324710000
1993-02-08,448.94000199999994,450.040009,447.700012,447.85000599999995,447.85000599999995,243400000
1993-02-09,448.040009,448.040009,444.51998899999995,445.329987,445.329987,240410000
1993-02-10,445.329987,446.369995,444.23999000000003,446.23001100000005,446.23001100000005,251910000
1993-02-11,446.209991,449.35998499999994,446.209991,447.660004,447.660004,257190000
1993-02-12,447.660004,447.700012,444.579987,444.579987,444.579987,216810000
1993-02-16,444.52999900000003,444.52999900000003,433.47000099999997,433.910004,433.910004,332850000
1993-02-17,433.92999299999997,433.97000099999997,430.920013,433.299988,433.299988,302210000
1993-02-18,433.299988,437.790009,428.25,431.89999400000005,431.89999400000005,311180000
1993-02-19,431.92999299999997,434.26000999999997,431.67999299999997,434.22000099999997,434.22000099999997,310700000
1993-02-22,434.209991,436.48999000000003,433.52999900000003,435.23999000000003,435.23999000000003,311570000
1993-02-23,435.339996,436.839996,432.410004,434.799988,434.799988,329060000
1993-02-24,434.76000999999997,440.869995,434.67999299999997,440.869995,440.869995,316750000
1993-02-25,440.700012,442.339996,439.670013,442.339996,442.339996,252860000
1993-02-26,442.339996,443.76998899999995,440.98001100000005,443.380005,443.380005,234160000
1993-03-01,443.380005,444.17999299999997,441.339996,442.01000999999997,442.01000999999997,232460000
1993-03-02,442.0,447.910004,441.07000700000003,447.89999400000005,447.89999400000005,269750000
1993-03-03,447.89999400000005,450.0,447.73001100000005,449.26000999999997,449.26000999999997,277380000
1993-03-04,449.26000999999997,449.51998899999995,446.72000099999997,447.339996,447.339996,234220000
1993-03-05,447.339996,449.589996,445.55999800000006,446.10998499999994,446.10998499999994,253480000
1993-03-08,446.119995,454.709991,446.119995,454.709991,454.709991,275290000
1993-03-09,454.670013,455.51998899999995,453.67999299999997,454.39999400000005,454.39999400000005,290670000
1993-03-10,454.39999400000005,456.339996,452.700012,456.329987,456.329987,255610000
1993-03-11,456.35000599999995,456.76000999999997,453.48001100000005,453.72000099999997,453.72000099999997,257060000
1993-03-12,453.700012,453.700012,447.040009,449.829987,449.829987,255420000
1993-03-15,449.829987,451.42999299999997,449.39999400000005,451.42999299999997,451.42999299999997,195930000
1993-03-16,451.42999299999997,452.35998499999994,451.01000999999997,451.369995,451.369995,218820000
1993-03-17,451.35998499999994,451.35998499999994,447.98999000000003,448.30999800000006,448.30999800000006,241270000
1993-03-18,448.35998499999994,452.39001500000006,448.35998499999994,451.89001500000006,451.89001500000006,241180000
1993-03-19,451.89999400000005,453.32000700000003,449.910004,450.17999299999997,450.17999299999997,339660000
1993-03-22,450.170013,450.170013,446.079987,448.880005,448.880005,233190000
1993-03-23,448.880005,449.799988,448.299988,448.76000999999997,448.76000999999997,232730000
1993-03-24,448.709991,450.89999400000005,446.10000599999995,448.07000700000003,448.07000700000003,274300000
1993-03-25,448.089996,451.75,447.92999299999997,450.880005,450.880005,251530000
1993-03-26,450.910004,452.089996,447.69000199999994,447.77999900000003,447.77999900000003,226650000
1993-03-29,447.76000999999997,452.80999800000006,447.75,450.76998899999995,450.76998899999995,199970000
1993-03-30,450.790009,452.05999800000006,449.630005,451.97000099999997,451.97000099999997,231190000
1993-03-31,451.97000099999997,454.880005,451.670013,451.670013,451.670013,279190000
1993-04-01,451.670013,452.630005,449.60000599999995,450.299988,450.299988,234530000
1993-04-02,450.27999900000003,450.27999900000003,440.709991,441.39001500000006,441.39001500000006,323330000
1993-04-05,441.420013,442.42999299999997,440.52999900000003,442.290009,442.290009,296080000
1993-04-06,442.290009,443.380005,439.48001100000005,441.160004,441.160004,293680000
1993-04-07,441.160004,442.73001100000005,440.5,442.73001100000005,442.73001100000005,300000000
1993-04-08,442.709991,443.76998899999995,440.01998899999995,441.839996,441.839996,284370000
1993-04-12,441.839996,448.369995,441.839996,448.369995,448.369995,259690000
1993-04-13,448.410004,450.39999400000005,447.660004,449.22000099999997,449.22000099999997,286690000
1993-04-14,449.22000099999997,450.0,448.01998899999995,448.660004,448.660004,257340000
1993-04-15,448.60000599999995,449.10998499999994,446.39001500000006,448.39999400000005,448.39999400000005,259500000
1993-04-16,448.410004,449.39001500000006,447.670013,448.94000199999994,448.94000199999994,305160000
1993-04-19,448.94000199999994,449.14001500000006,445.85000599999995,447.459991,447.459991,244710000
1993-04-20,447.459991,447.459991,441.80999800000006,445.10000599999995,445.10000599999995,317990000
1993-04-21,445.089996,445.76998899999995,443.079987,443.630005,443.630005,287300000
1993-04-22,443.549988,445.73001100000005,439.459991,439.459991,439.459991,310390000
1993-04-23,439.48999000000003,439.48999000000003,436.82000700000003,437.02999900000003,437.02999900000003,259810000
1993-04-26,437.02999900000003,438.35000599999995,432.299988,433.540009,433.540009,283260000
1993-04-27,433.51998899999995,438.01998899999995,433.14001500000006,438.01000999999997,438.01000999999997,284140000
1993-04-28,438.01000999999997,438.799988,436.67999299999997,438.01998899999995,438.01998899999995,267980000
1993-04-29,438.01998899999995,438.959991,435.589996,438.89001500000006,438.89001500000006,249760000
1993-04-30,438.89001500000006,442.290009,438.89001500000006,440.19000199999994,440.19000199999994,247460000
1993-05-03,440.19000199999994,442.589996,438.25,442.459991,442.459991,224970000
1993-05-04,442.579987,445.19000199999994,442.450012,444.049988,444.049988,268310000
1993-05-05,443.98001100000005,446.089996,443.76000999999997,444.51998899999995,444.51998899999995,274240000
1993-05-06,444.60000599999995,444.80999800000006,442.89999400000005,443.26000999999997,443.26000999999997,255460000
1993-05-07,443.27999900000003,443.700012,441.69000199999994,442.30999800000006,442.30999800000006,223570000
1993-05-10,442.339996,445.420013,442.049988,442.799988,442.799988,235580000
1993-05-11,442.799988,444.57000700000003,441.51998899999995,444.35998499999994,444.35998499999994,218480000
1993-05-12,444.32000700000003,445.160004,442.869995,444.799988,444.799988,255680000
1993-05-13,444.75,444.75,439.23001100000005,439.23001100000005,439.23001100000005,293920000
1993-05-14,439.22000099999997,439.82000700000003,438.10000599999995,439.55999800000006,439.55999800000006,252910000
